Merk,Model,Storage,Type,Harga S,Harga A,Harga B,Harga C,Harga D,Harga E,Kuota (TIO) / Fullset (Wowfone)
ACER,A701,16GB,ICONIA TAB A701 16GB,100000,100000,100000,50000,50000,50000,0
ACER,A701,32GB,ICONIA TAB A701 32GB,100000,100000,100000,50000,50000,50000,0
ACER,A701,64GB,ICONIA TAB A701 64GB,100000,100000,100000,50000,50000,50000,0
ACER,E3,4GB,LIQUID E3 DUO,100000,100000,100000,50000,50000,50000,0
ACER,E700,4GB,LIQUID E700,100000,100000,100000,50000,50000,50000,0
ACER,JADE,8GB,LIQUID JADE,100000,100000,100000,50000,50000,50000,0
ACER,S1,8GB,LIQUID JADE,100000,100000,100000,50000,50000,50000,0
ACER,LIQUID S1,8GB,LIQUID S1,100000,100000,100000,50000,50000,50000,0
ACER,LIQUID S1S,8GB,LIQUID S1 DUO,100000,100000,100000,50000,50000,50000,0
ACER,Z160,4GB,LIQUID Z160,100000,100000,100000,50000,50000,50000,0
ACER,Z205,4GB,LIQUID Z205,100000,100000,100000,50000,50000,50000,0
ACER,Z220,4GB,LIQUID Z220,100000,100000,100000,50000,50000,50000,0
ACER,T012,4GB,LIQUID Z320,100000,100000,100000,50000,50000,50000,0
ACER,Z330,4GB,LIQUID Z330,100000,100000,100000,50000,50000,50000,0
ACER,Z330,4GB,LIQUID Z500,100000,100000,100000,50000,50000,50000,0
ACER,Z520,4GB,LIQUID Z520,100000,100000,100000,50000,50000,50000,0
ADVAN,S5Q,4GB,BARCA 5 S5Q,100000,100000,100000,50000,50000,50000,0
ADVAN,S7Q,4GB,BARCA TAB 7,100000,100000,100000,50000,50000,50000,0
ADVAN,G1 PRO,4GB,G1,100000,100000,100000,50000,50000,50000,0
ADVAN,G5,32GB,G5,250000,200000,150000,100000,100000,100000,0
ADVAN,G5 6201,32GB,G5,250000,200000,150000,100000,100000,100000,0
ADVAN,S4H,4GB,GAIA MINI S4H,100000,100000,100000,50000,50000,50000,0
ADVAN,5202,16GB,NASA SOSMED HERO,100000,100000,100000,50000,50000,50000,0
ADVAN,S6 PLUS,8GB,S6 PLUS,100000,100000,100000,50000,50000,50000,0
ADVAN,TAB 8 BELAJAR ELITE,16GB,TAB 8 BELAJAR ELITE,100000,100000,100000,50000,50000,50000,0
ADVAN,TAB GALLILEA 8 INCH,16GB,TAB GALLILEA 8 INCH,100000,100000,100000,50000,50000,50000,0
ADVAN,SC9863A,32GB,TAB SKETSA 10 INCH,100000,100000,100000,50000,50000,50000,0
ADVAN,T618,128GB,TAB VX,100000,100000,100000,50000,50000,50000,0
ADVAN,W80,16GB,VANBOOK W80,100000,100000,100000,50000,50000,50000,0
ADVAN,I45,4GB,VANDROID I45,100000,100000,100000,50000,50000,50000,0
ADVAN,I4D,4GB,VANDROID I4D,100000,100000,100000,50000,50000,50000,0
ADVAN,I5,4GB,VANDROID I5,100000,100000,100000,50000,50000,50000,0
ADVAN,I5C,4GB,VANDROID I5C,100000,100000,100000,50000,50000,50000,0
ADVAN,I5E,4GB,VANDROID I5E,100000,100000,100000,50000,50000,50000,0
ADVAN,M6,16GB,VANDROID M6,100000,100000,100000,50000,50000,50000,0
ADVAN,S4A,4GB,VANDROID S4A,100000,100000,100000,50000,50000,50000,0
ADVAN,S4K,4GB,VANDROID S4K STAR MINI,100000,100000,100000,50000,50000,50000,0
ADVAN,S5E,4GB,VANDROID S4Z,100000,100000,100000,50000,50000,50000,0
ADVAN,S50,4GB,VANDROID S50,100000,100000,100000,50000,50000,50000,0
ADVAN,S50D,4GB,VANDROID S50D,100000,100000,100000,50000,50000,50000,0
ADVAN,S50F,4GB,VANDROID S50F,100000,100000,100000,50000,50000,50000,0
ADVAN,S50G,4GB,VANDROID S50G,100000,100000,100000,50000,50000,50000,0
ADVAN,S50K,16GB,VANDROID S50K 16GB,100000,100000,100000,50000,50000,50000,0
ADVAN,S50K,32GB,VANDROID S50K 32GB,100000,100000,100000,50000,50000,50000,0
ADVAN,S50K,8GB,VANDROID S50K 8GB,100000,100000,100000,50000,50000,50000,0
ADVAN,S5E,4GB,VANDROID S5E,100000,100000,100000,50000,50000,50000,0
ADVAN,S5E,4GB,VANDROID S5E LTE,100000,100000,100000,50000,50000,50000,0
ADVAN,S5E,4GB,VANDROID S5E NXT,100000,100000,100000,50000,50000,50000,0
ADVAN,S5H,4GB,VANDROID S5H,100000,100000,100000,50000,50000,50000,0
ADVAN,S5J,4GB,VANDROID S5J,100000,100000,100000,50000,50000,50000,0
ADVAN,S5M,4GB,VANDROID S5M RISING STAR,100000,100000,100000,50000,50000,50000,0
ALCATEL,7040A,4GB,ALCATEL C7,100000,100000,100000,50000,50000,50000,0
ALCATEL,7040A,8GB,ALCATEL C7,100000,100000,100000,50000,50000,50000,0
ALCATEL,7040D,4GB,ALCATEL C7,100000,100000,100000,50000,50000,50000,0
ALCATEL,7040D,8GB,ALCATEL C7,100000,100000,100000,50000,50000,50000,0
ALCATEL,4034G,4GB,ALCATEL PIXI 4,100000,100000,100000,50000,50000,50000,0
APPLE,IPAD AIR (5TH GENERATION),128GB,IPAD AIR 5 4G 128GB,1,1,1,1,1,1,0
APPLE,IPAD AIR (5TH GENERATION),256GB,IPAD AIR 5 4G 256GB,1,1,1,1,1,1,0
APPLE,IPAD AIR (5TH GENERATION),64GB,IPAD AIR 5 4G 64GB,1,1,1,1,1,1,0
APPLE,IPAD AIR (5TH GENERATION),64GB,IPAD AIR 5 64GB,1,1,1,1,1,1,0
APPLE,IPAD AIR 1,64GB,IPAD AIR 64GB,650000,600000,500000,350000,300000,250000,0
APPLE,IPAD MINI 1,16GB,IPAD MINI 1 16GB,350000,300000,250000,150000,150000,150000,0
APPLE,IPAD MINI 1,32GB,IPAD MINI 1 32GB,350000,350000,300000,200000,200000,200000,0
APPLE,IPAD MINI 1,16GB,IPAD MINI 1 4G 16GB,350000,300000,250000,150000,150000,150000,0
APPLE,IPAD MINI 1,32GB,IPAD MINI 1 4G 32GB,350000,350000,300000,200000,200000,200000,0
APPLE,IPAD MINI 1,64GB,IPAD MINI 1 4G 64GB,450000,450000,350000,250000,250000,250000,0
APPLE,IPAD MINI 1,64GB,IPAD MINI 1 64GB,450000,450000,350000,250000,250000,250000,0
APPLE,IPAD MINI 2,128GB,IPAD MINI 2 128GB,850000,800000,650000,400000,350000,300000,0
APPLE,IPAD MINI 2,16GB,IPAD MINI 2 16GB,650000,500000,400000,250000,250000,250000,0
APPLE,IPAD MINI 2,32GB,IPAD MINI 2 32GB,700000,700000,550000,350000,300000,250000,0
APPLE,IPAD MINI 2,128GB,IPAD MINI 2 4G 128GB,850000,800000,650000,400000,350000,300000,0
APPLE,IPAD MINI 2,16GB,IPAD MINI 2 4G 16GB,650000,500000,400000,250000,250000,250000,0
APPLE,IPAD MINI 2,32GB,IPAD MINI 2 4G 32GB,700000,700000,550000,350000,300000,250000,0
APPLE,IPAD MINI 2,64GB,IPAD MINI 2 4G 64GB,800000,700000,550000,350000,300000,250000,0
APPLE,IPAD MINI 2,64GB,IPAD MINI 2 64GB,800000,700000,550000,350000,300000,250000,0
APPLE,IPAD MINI 3,128GB,IPAD MINI 3 128GB,1150000,1050000,850000,550000,500000,450000,0
APPLE,IPAD MINI 3,16GB,IPAD MINI 3 16GB,950000,850000,700000,450000,400000,350000,0
APPLE,IPAD MINI 3,32GB,IPAD MINI 3 32GB,1050000,950000,750000,500000,450000,400000,0
APPLE,IPAD MINI 3,128GB,IPAD MINI 3 4G 128GB,1150000,1050000,850000,550000,500000,450000,0
APPLE,IPAD MINI 3,16GB,IPAD MINI 3 4G 16GB,950000,850000,700000,450000,400000,350000,0
APPLE,IPAD MINI 3,32GB,IPAD MINI 3 4G 32GB,1050000,950000,750000,500000,450000,400000,0
APPLE,IPAD MINI 3,64GB,IPAD MINI 3 4G 64GB,1150000,1050000,850000,550000,500000,450000,0
APPLE,IPAD MINI 3,64GB,IPAD MINI 3 64GB,1150000,1050000,850000,550000,500000,450000,0
APPLE,IPAD MINI 4,128GB,IPAD MINI 4 128GB,1700000,1450000,1150000,750000,700000,650000,0
APPLE,IPAD MINI 4,16GB,IPAD MINI 4 16GB,1250000,1150000,900000,600000,550000,500000,0
APPLE,IPAD MINI 4,32GB,IPAD MINI 4 32GB,1400000,1200000,950000,600000,550000,500000,0
APPLE,IPAD MINI 4,128GB,IPAD MINI 4 4G 128GB,1700000,1450000,1150000,750000,700000,650000,0
APPLE,IPAD MINI 4,16GB,IPAD MINI 4 4G 16GB,1250000,1150000,900000,600000,550000,500000,0
APPLE,IPAD MINI 4,32GB,IPAD MINI 4 4G 32GB,1400000,1200000,950000,600000,550000,500000,0
APPLE,IPAD MINI 4,64GB,IPAD MINI 4 4G 64GB,1500000,1350000,1100000,700000,650000,600000,0
APPLE,IPAD MINI 4,64GB,IPAD MINI 4 64GB,1500000,1350000,1100000,700000,650000,600000,0
APPLE,IPAD MINI 5,256GB,IPAD MINI 5 256GB,2150000,2050000,1650000,1050000,950000,850000,0
APPLE,IPAD MINI 5,256GB,IPAD MINI 5 256GB 4G,2150000,2050000,1650000,1050000,950000,850000,0
APPLE,IPAD MINI 5,64GB,IPAD MINI 5 64GB,2000000,1800000,1450000,950000,850000,750000,0
APPLE,IPAD MINI 5,64GB,IPAD MINI 5 64GB 4G,2000000,1800000,1450000,950000,850000,750000,0
APPLE,IPAD MINI 6,128GB,IPAD MINI 6 128GB,3750000,3500000,2800000,1800000,1600000,1450000,0
APPLE,IPAD MINI 6,128GB,IPAD MINI 6 128GB 4G,3750000,3500000,2800000,1800000,1600000,1450000,0
APPLE,IPAD MINI 6,256GB,IPAD MINI 6 266GB,3950000,3800000,3050000,2000000,1800000,1600000,0
APPLE,IPAD MINI 6,256GB,IPAD MINI 6 266GB 4G,3950000,3800000,3050000,2000000,1800000,1600000,0
APPLE,IPAD MINI 6,64GB,IPAD MINI 6 64GB,3550000,3400000,2700000,1750000,1600000,1450000,0
APPLE,IPAD MINI 6,64GB,IPAD MINI 6 64GB 4G,3550000,3400000,2700000,1750000,1600000,1450000,0
APPLE,IPAD PRO 10.5-INCH 2017,256GB,IPAD PRO 10.5 256GB,4800000,4700000,3750000,2450000,2200000,2000000,0
APPLE,IPAD PRO 10.5-INCH 2017,256GB,IPAD PRO 10.5 4G 256GB,4800000,4700000,3750000,2450000,2200000,2000000,0
APPLE,IPAD PRO 10.5-INCH 2017,512GB,IPAD PRO 10.5 4G 512GB,5200000,5000000,4000000,2600000,2350000,2100000,0
APPLE,IPAD PRO 10.5-INCH 2017,64GB,IPAD PRO 10.5 4G 64GB,4100000,3900000,3100000,2000000,1800000,1600000,0
APPLE,IPAD PRO 10.5-INCH 2017,512GB,IPAD PRO 10.5 512GB,5200000,5000000,4000000,2600000,2350000,2100000,0
APPLE,IPAD PRO 10.5-INCH 2017,64GB,IPAD PRO 10.5 64GB,4100000,3900000,3100000,2000000,1800000,1600000,0
APPLE,IPAD PRO 11-INCH 2020,128GB,IPAD PRO 11 INCH 128GB (2nd Gen),5800000,5650000,4500000,2950000,2650000,2400000,0
APPLE,IPAD PRO 11-INCH 2021,128GB,IPAD PRO 11 INCH 128GB (3rd Gen),5950000,5750000,4600000,3000000,2700000,2450000,0
APPLE,IPAD PRO 11-INCH 2018,1024GB,IPAD PRO 11 INCH 1TB (1st Gen),7000000,6900000,5500000,3600000,3250000,2950000,0
APPLE,IPAD PRO 11-INCH 2020,1024GB,IPAD PRO 11 INCH 1TB (2nd Gen),7350000,7100000,5700000,3700000,3350000,3000000,0
APPLE,IPAD PRO 11-INCH 2021,1024GB,IPAD PRO 11 INCH 1TB (3rd Gen),7650000,7250000,5800000,3750000,3400000,3050000,0
APPLE,IPAD PRO 11-INCH 2018,256GB,IPAD PRO 11 INCH 256GB (1st Gen),5900000,5800000,4650000,3000000,2700000,2450000,0
APPLE,IPAD PRO 11-INCH 2020,256GB,IPAD PRO 11 INCH 256GB (2nd Gen),6050000,5900000,4700000,3050000,2750000,2500000,0
APPLE,IPAD PRO 11-INCH 2021,256GB,IPAD PRO 11 INCH 256GB (3rd Gen),6200000,6000000,4800000,3100000,2800000,2500000,0
APPLE,IPAD PRO 11-INCH 2020,128GB,IPAD PRO 11 INCH 4G 128GB (2nd Gen),5800000,5650000,4500000,2950000,2650000,2400000,0
APPLE,IPAD PRO 11-INCH 2021,128GB,IPAD PRO 11 INCH 4G 128GB (3rd Gen),5950000,5750000,4600000,3000000,2700000,2450000,0
APPLE,IPAD PRO 11-INCH 2018,1024GB,IPAD PRO 11 INCH 4G 1TB (1st Gen),7000000,6900000,5500000,3600000,3250000,2950000,0
APPLE,IPAD PRO 11-INCH 2020,1024GB,IPAD PRO 11 INCH 4G 1TB (2nd Gen),7350000,7100000,5700000,3700000,3350000,3000000,0
APPLE,IPAD PRO 11-INCH 2021,1024GB,IPAD PRO 11 INCH 4G 1TB (3rd Gen),7650000,7250000,5800000,3750000,3400000,3050000,0
APPLE,IPAD PRO 11-INCH 2018,256GB,IPAD PRO 11 INCH 4G 256GB (1st Gen),5900000,5800000,4650000,3000000,2700000,2450000,0
APPLE,IPAD PRO 11-INCH 2020,256GB,IPAD PRO 11 INCH 4G 256GB (2nd Gen),6050000,5900000,4700000,3050000,2750000,2500000,0
APPLE,IPAD PRO 11-INCH 2021,256GB,IPAD PRO 11 INCH 4G 256GB (3rd Gen),6200000,6000000,4800000,3100000,2800000,2500000,0
APPLE,IPAD PRO 11-INCH 2018,512GB,IPAD PRO 11 INCH 4G 512GB (1st Gen),6650000,6550000,5250000,3400000,3050000,2750000,0
APPLE,IPAD PRO 11-INCH 2020,512GB,IPAD PRO 11 INCH 4G 512GB (2nd Gen),7000000,6750000,5400000,3500000,3150000,2850000,0
APPLE,IPAD PRO 11-INCH 2021,512GB,IPAD PRO 11 INCH 4G 512GB (3rd Gen),7300000,6900000,5500000,3600000,3250000,2950000,0
APPLE,IPAD PRO 11-INCH 2018,64GB,IPAD PRO 11 INCH 4G 64GB (1st Gen),5600000,5500000,4400000,2850000,2550000,2300000,0
APPLE,IPAD PRO 11-INCH 2018,512GB,IPAD PRO 11 INCH 512GB (1st Gen),6650000,6550000,5250000,3400000,3050000,2750000,0
APPLE,IPAD PRO 11-INCH 2020,512GB,IPAD PRO 11 INCH 512GB (2nd Gen),7000000,6750000,5400000,3500000,3150000,2850000,0
APPLE,IPAD PRO 11-INCH 2021,512GB,IPAD PRO 11 INCH 512GB (3rd Gen),7300000,6900000,5500000,3600000,3250000,2950000,0
APPLE,IPAD PRO 11-INCH 2018,64GB,IPAD PRO 11 INCH 64GB (1st Gen),5600000,5500000,4400000,2850000,2550000,2300000,0
APPLE,IPAD PRO 12.9-INCH 2015,128GB,IPAD PRO 12.9 128GB (1st Gen),2250000,2150000,1700000,1100000,1000000,900000,0
APPLE,IPAD PRO 12.9-INCH 2015,256GB,IPAD PRO 12.9 256GB (1st Gen),2350000,2200000,1750000,1150000,1050000,950000,0
APPLE,IPAD PRO 12.9-INCH 2015,32GB,IPAD PRO 12.9 32GB (1st Gen),2150000,2050000,1650000,1050000,950000,850000,0
APPLE,IPAD PRO 12.9-INCH 2015,128GB,IPAD PRO 12.9 4G 128GB (1st Gen),2250000,2150000,1700000,1100000,1000000,900000,0
APPLE,IPAD PRO 12.9-INCH 2015,256GB,IPAD PRO 12.9 4G 256GB (1st Gen),2350000,2200000,1750000,1150000,1050000,950000,0
APPLE,IPAD PRO 12.9-INCH 2015,32GB,IPAD PRO 12.9 4G 32GB (1st Gen),2150000,2050000,1650000,1050000,950000,850000,0
APPLE,IPAD PRO 12.9-INCH 2020,128GB,IPAD PRO 12.9 INCH 128GB 2018 (4th Gen),1,1,1,1,1,1,0
APPLE,IPAD PRO 12.9-INCH 2021,128GB,IPAD PRO 12.9 INCH 128GB 2018 (5th Gen),1,1,1,1,1,1,0
APPLE,IPAD PRO 12.9-INCH 2020,1024GB,IPAD PRO 12.9 INCH 1TB 2018 (4th Gen),1,1,1,1,1,1,0
APPLE,IPAD PRO 12.9-INCH 2021,1024GB,IPAD PRO 12.9 INCH 1TB 2018 (5th Gen),1,1,1,1,1,1,0
APPLE,IPAD PRO 12.9-INCH 2017,1024GB,IPAD PRO 12.9 INCH 1TB-2018 (3rd Gen),6600000,6350000,5100000,3300000,2950000,2650000,0
APPLE,IPAD PRO 12.9-INCH 2017,256GB,IPAD PRO 12.9 INCH 256GB 2017 (2nd Gen),4350000,4150000,3300000,2150000,1950000,1750000,0
APPLE,IPAD PRO 12.9-INCH 2018,256GB,IPAD PRO 12.9 INCH 256GB 2018 (3rd Gen),6150000,5950000,4750000,3100000,2800000,2500000,0
APPLE,IPAD PRO 12.9-INCH 2020,256GB,IPAD PRO 12.9 INCH 256GB 2018 (4th Gen),1,1,1,1,1,1,0
APPLE,IPAD PRO 12.9-INCH 2021,256GB,IPAD PRO 12.9 INCH 256GB 2018 (5th Gen),1,1,1,1,1,1,0
APPLE,IPAD PRO 12.9-INCH 2020,128GB,IPAD PRO 12.9 INCH 4G 128GB 2018 (4th Gen),1,1,1,1,1,1,0
APPLE,IPAD PRO 12.9-INCH 2021,128GB,IPAD PRO 12.9 INCH 4G 128GB 2018 (5th Gen),1,1,1,1,1,1,0
APPLE,IPAD PRO 12.9-INCH 2017,1024GB,IPAD PRO 12.9 INCH 4G 1TB 2018 (3rd Gen),6600000,6350000,5100000,3300000,2950000,2650000,0
APPLE,IPAD PRO 12.9-INCH 2020,1024GB,IPAD PRO 12.9 INCH 4G 1TB 2018 (4th Gen),1,1,1,1,1,1,0
APPLE,IPAD PRO 12.9-INCH 2021,1024GB,IPAD PRO 12.9 INCH 4G 1TB 2018 (5th Gen),1,1,1,1,1,1,0
APPLE,IPAD PRO 12.9-INCH 2017,256GB,IPAD PRO 12.9 INCH 4G 256GB 2017 (2nd Gen),4350000,4150000,3300000,2150000,1950000,1750000,0
APPLE,IPAD PRO 12.9-INCH 2018,256GB,IPAD PRO 12.9 INCH 4G 256GB 2018 (3rd Gen),6150000,5950000,4750000,3100000,2800000,2500000,0
APPLE,IPAD PRO 12.9-INCH 2020,256GB,IPAD PRO 12.9 INCH 4G 256GB 2018 (4th Gen),1,1,1,1,1,1,0
APPLE,IPAD PRO 12.9-INCH 2021,256GB,IPAD PRO 12.9 INCH 4G 256GB 2018 (5th Gen),1,1,1,1,1,1,0
APPLE,IPAD PRO 12.9-INCH 2017,512GB,IPAD PRO 12.9 INCH 4G 512GB 2017 (2nd Gen),3950000,3950000,3150000,2050000,1850000,1650000,0
APPLE,IPAD PRO 12.9-INCH 2018,512GB,IPAD PRO 12.9 INCH 4G 512GB 2018 (3rd Gen),6500000,6250000,5000000,3250000,2950000,2650000,0
APPLE,IPAD PRO 12.9-INCH 2020,512GB,IPAD PRO 12.9 INCH 4G 512GB 2018 (4th Gen),1,1,1,1,1,1,0
APPLE,IPAD PRO 12.9-INCH 2021,512GB,IPAD PRO 12.9 INCH 4G 512GB 2018 (5th Gen),1,1,1,1,1,1,0
APPLE,IPAD PRO 12.9-INCH 2017,64GB,IPAD PRO 12.9 INCH 4G 64GB 2017 (2nd Gen),4250000,4050000,3250000,2100000,1900000,1700000,0
APPLE,IPAD PRO 12.9-INCH 2018,64GB,IPAD PRO 12.9 INCH 4G 64GB 2018 (3rd Gen),5550000,5350000,4300000,2800000,2500000,2250000,0
APPLE,IPAD PRO 12.9-INCH 2017,512GB,IPAD PRO 12.9 INCH 512GB 2017 (2nd Gen),3950000,3950000,3150000,2050000,1850000,1650000,0
APPLE,IPAD PRO 12.9-INCH 2018,512GB,IPAD PRO 12.9 INCH 512GB 2018 (3rd Gen),6500000,6250000,5000000,3250000,2950000,2650000,0
APPLE,IPAD PRO 12.9-INCH 2020,512GB,IPAD PRO 12.9 INCH 512GB 2018 (4th Gen),1,1,1,1,1,1,0
APPLE,IPAD PRO 12.9-INCH 2021,512GB,IPAD PRO 12.9 INCH 512GB 2018 (5th Gen),1,1,1,1,1,1,0
APPLE,IPAD PRO 12.9-INCH 2017,64GB,IPAD PRO 12.9 INCH 64GB 2017 (2nd Gen),4250000,4050000,3250000,2100000,1900000,1700000,0
APPLE,IPAD PRO 12.9-INCH 2018,64GB,IPAD PRO 12.9 INCH 64GB 2018 (3rd Gen),5550000,5350000,4300000,2800000,2500000,2250000,0
APPLE,IPAD PRO 9.7-INCH,128GB,IPAD PRO 9.7 128GB,1850000,1750000,1400000,900000,800000,700000,0
APPLE,IPAD PRO 9.7-INCH,256GB,IPAD PRO 9.7 256GB,1900000,1800000,1450000,950000,850000,750000,0
APPLE,IPAD PRO 9.7-INCH,32GB,IPAD PRO 9.7 32GB,1350000,1250000,1000000,650000,600000,550000,0
APPLE,IPAD PRO 9.7-INCH,128GB,IPAD PRO 9.7 4G 128GB,1850000,1750000,1400000,900000,800000,700000,0
APPLE,IPAD PRO 9.7-INCH,256GB,IPAD PRO 9.7 4G 256GB,1900000,1800000,1450000,950000,850000,750000,0
APPLE,IPAD PRO 9.7-INCH,32GB,IPAD PRO 9.7 4G 32GB,1350000,1250000,1000000,650000,600000,550000,0
APPLE,IPHONE 11,128GB,IPHONE 11 128GB,4850000,4750000,3800000,2450000,2200000,2000000,0
APPLE,IPHONE 11,256GB,IPHONE 11 256GB,5800000,5700000,4550000,2950000,2650000,2400000,0
APPLE,IPHONE 11,512GB,IPHONE 11 512GB,5900000,5800000,4650000,3000000,2700000,2450000,0
APPLE,IPHONE 11,64GB,IPHONE 11 64GB,4500000,4400000,3500000,2300000,2050000,1850000,0
APPLE,IPHONE 11 PRO,256GB,IPHONE 11 PRO 256GB,6100000,6000000,4800000,3100000,2800000,2500000,0
APPLE,IPHONE 11 PRO,512GB,IPHONE 11 PRO 512GB,6600000,6550000,5250000,3400000,3050000,2750000,0
APPLE,IPHONE 11 PRO,64GB,IPHONE 11 PRO 64GB,5600000,5500000,4400000,2850000,2550000,2300000,0
APPLE,IPHONE 11 PRO MAX,256GB,IPHONE 11 PRO MAX 256GB,6500000,6500000,5200000,3400000,3050000,2750000,0
APPLE,IPHONE 11 PRO MAX,512GB,IPHONE 11 PRO MAX 512GB,7750000,7650000,6100000,3950000,3550000,3200000,0
APPLE,IPHONE 11 PRO MAX,64GB,IPHONE 11 PRO MAX 64GB,6300000,6200000,4950000,3200000,2900000,2600000,0
APPLE,IPHONE 12,128GB,IPHONE 12 128GB,6900000,6800000,5450000,3550000,3200000,2900000,0
APPLE,IPHONE 12,256GB,IPHONE 12 256GB,7300000,7150000,5700000,3700000,3350000,3000000,0
APPLE,IPHONE 12,64GB,IPHONE 12 64GB,6500000,6400000,5100000,3300000,2950000,2650000,0
APPLE,IPHONE 12 MINI,128GB,IPHONE 12 MINI 128GB,5400000,5300000,4250000,2750000,2500000,2250000,0
APPLE,IPHONE 12 MINI,256GB,IPHONE 12 MINI 256GB,5900000,5800000,4650000,3000000,2700000,2450000,0
APPLE,IPHONE 12 MINI,64GB,IPHONE 12 MINI 64GB,5200000,5100000,4100000,2650000,2400000,2150000,0
APPLE,IPHONE 12 PRO,128GB,IPHONE 12 PRO 128GB,7500000,7400000,5900000,3850000,3450000,3100000,0
APPLE,IPHONE 12 PRO,256GB,IPHONE 12 PRO 256GB,8550000,8450000,6750000,4400000,3950000,3550000,0
APPLE,IPHONE 12 PRO,512GB,IPHONE 12 PRO 512GB,10350000,10250000,8200000,5350000,4800000,4300000,0
APPLE,IPHONE 12 PRO,64GB,IPHONE 12 PRO 64GB,7250000,7150000,5700000,3700000,3350000,3000000,0
APPLE,IPHONE 12 PRO MAX,128GB,IPHONE 12 PRO MAX 128GB,8900000,8800000,7050000,4600000,4150000,3750000,0
APPLE,IPHONE 12 PRO MAX,256GB,IPHONE 12 PRO MAX 256GB,9950000,9900000,7900000,5150000,4650000,4200000,0
APPLE,IPHONE 12 PRO MAX,512GB,IPHONE 12 PRO MAX 512GB,10700000,10600000,8500000,5550000,5000000,4500000,0
APPLE,IPHONE 12 PRO MAX,64GB,IPHONE 12 PRO MAX 64GB,8000000,7600000,6100000,3950000,3550000,3200000,0
APPLE,IPHONE 13,128GB,IPHONE 13 128GB,8500000,8400000,6700000,4350000,3900000,3500000,0
APPLE,IPHONE 13,256GB,IPHONE 13 256GB,10000000,9850000,7900000,5150000,4650000,4200000,0
APPLE,IPHONE 13,512GB,IPHONE 13 512GB,11200000,11100000,8900000,5800000,5200000,4700000,0
APPLE,IPHONE 13 MINI,128GB,IPHONE 13 MINI 128GB,7700000,7600000,6100000,3950000,3550000,3200000,0
APPLE,IPHONE 13 MINI,256GB,IPHONE 13 MINI 256GB,8900000,8800000,7050000,4600000,4150000,3750000,0
APPLE,IPHONE 13 MINI,512GB,IPHONE 13 MINI 512GB,10700000,10600000,8500000,5550000,5000000,4500000,0
APPLE,IPHONE 13 PRO,128GB,IPHONE 13 PRO 128GB,9900000,9850000,7900000,5150000,4650000,4200000,0
APPLE,IPHONE 13 PRO,1024GB,IPHONE 13 PRO 1TB,15450000,15400000,12300000,8000000,7200000,6500000,0
APPLE,IPHONE 13 PRO,256GB,IPHONE 13 PRO 256GB,11000000,10900000,8700000,5650000,5100000,4600000,0
APPLE,IPHONE 13 PRO,512GB,IPHONE 13 PRO 512GB,14050000,14000000,11200000,7300000,6550000,5900000,0
APPLE,IPHONE 13 PRO MAX,128GB,IPHONE 13 PRO MAX 128GB,11050000,10950000,8750000,5700000,5150000,4650000,0
APPLE,IPHONE 13 PRO MAX,1024GB,IPHONE 13 PRO MAX 1TB,16600000,16500000,13200000,8600000,7750000,7000000,0
APPLE,IPHONE 13 PRO MAX,256GB,IPHONE 13 PRO MAX 256GB,12600000,12500000,10000000,6500000,5850000,5250000,0
APPLE,IPHONE 13 PRO MAX,512GB,IPHONE 13 PRO MAX 512GB,14900000,14850000,11900000,7750000,7000000,6300000,0
APPLE,IPHONE 4,16GB,IPHONE 4 16GB,250000,200000,150000,100000,100000,100000,0
APPLE,IPHONE 4,32GB,IPHONE 4 32GB,300000,300000,250000,150000,150000,150000,0
APPLE,IPHONE 4,8GB,IPHONE 4 8GB,100000,100000,100000,50000,50000,50000,0
APPLE,IPHONE 4S,16GB,IPHONE 4S 16GB,200000,200000,150000,100000,100000,100000,0
APPLE,IPHONE 4S,32GB,IPHONE 4S 32GB,200000,200000,200000,150000,150000,150000,0
APPLE,IPHONE 4S,64GB,IPHONE 4S 64GB,300000,300000,250000,150000,150000,150000,0
APPLE,IPHONE 4S,8GB,IPHONE 4S 8GB,200000,200000,200000,150000,150000,150000,0
APPLE,IPHONE 5,16GB,IPHONE 5 16GB,200000,200000,150000,100000,100000,100000,0
APPLE,IPHONE 5,32GB,IPHONE 5 32GB,300000,200000,150000,100000,100000,100000,0
APPLE,IPHONE 5,64GB,IPHONE 5 64GB,300000,300000,250000,150000,150000,150000,0
APPLE,IPHONE 5C,16GB,IPHONE 5C 16GB,300000,300000,250000,150000,150000,150000,0
APPLE,IPHONE 5C,32GB,IPHONE 5C 32GB,300000,300000,250000,150000,150000,150000,0
APPLE,IPHONE 5C,8GB,IPHONE 5C 8GB,200000,200000,150000,100000,100000,100000,0
APPLE,IPHONE 5S,16GB,IPHONE 5S 16GB,400000,400000,300000,200000,200000,200000,0
APPLE,IPHONE 5S,32GB,IPHONE 5S 32GB,500000,450000,350000,250000,250000,250000,0
APPLE,IPHONE 5S,64GB,IPHONE 5S 64GB,500000,450000,350000,250000,250000,250000,0
APPLE,IPHONE 6,128GB,IPHONE 6 128GB,750000,700000,550000,350000,300000,250000,0
APPLE,IPHONE 6,16GB,IPHONE 6 16GB,550000,500000,400000,250000,250000,250000,0
APPLE,IPHONE 6,32GB,IPHONE 6 32GB,600000,550000,450000,300000,250000,250000,0
